nome	data	materiale	locus	description	url	gulpease	flesch_reading_ease	description_lemmatized	count_FO_description
dipinto	ca 1765-ca 1765	intonaco/ pittura a fresco	Moncalvo (AT)	La scena raffigura il momento in cui Maria, inginocchiata in preghiera in un interno, riceve l'Annuncio dell'Arcangelo Gabriele, mostrato al centro della composizione, tra un cerchio di nubi, con il braccio destro alzato ad indicare la Colomba dello Spirito Santo. Maria, sul lato sinistro della composizione, è raffigurata con la mano sinistra al petto, nell'atto di ascoltare il messaggio divino	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100037805-3	42.7	44.98	il scena raffigurare il momento in cui maria , inginocchiare in preghiera in uno interno , ricevere il annuncio di il arcangeloo gabriele , mostrare a il centro di il composizione , tra uno cerchio di nubi , con il braccio destro alzare a indicare il colomba di il spirito santo . Maria , su il lato sinistro di il composizione , essere raffigurare con il mano sinistra a il petto , in il atto di ascoltare il messaggio divino	31
dipinto (elemento d'insieme)	1800-1849	tela/ pittura a olio/ pittura a tempera	San Sebastiano Curone (AL)	Al centro della scena è in crocifisso su cui giace il corpo esanime di Cristo, con il capo reclinato verso il basso. Alla sua sinistra è raffigurato S. Giovanni Evangelista, con una mano sul petto. Alla destra di Cristo è rappresentata la Madonna, con le mani congiunte in segno di preghiera	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100037846-10	65.3	86.24	a il centro di il scena essere in crocifisso su cui giacere il corpo esanime di cristo , con il capo reclinato verso il basso . a il suo sinistra essere raffigurare S. giovanni evangelista , con uno mano su il petto . a il destra di cristo essere rappresentare il madonna , con il mano congiunto in segno di preghiera	24
dipinto (elemento d'insieme)	1790-1799	tela/ pittura a olio/ pittura a tempera	San Sebastiano Curone (AL)	In primo piano sono raffigurati gli Apostoli in preghiera, inginocchiati e con lo sguardo rivolto verso l'alto, in direzione del Cristo risorto, che ascende al cielo avvolto in una nube luminosa, con le braccia aperte	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100037846-12	45.3	49.76	in primo piano essere raffigurare il apostolo in preghiera , inginocchiato e con il sguardo rivolgere verso il alto , in direzione di il cristo risorto , che ascendere a il cielo avvolgere in uno nube luminoso , con il braccio aperto	23
dipinto (elemento d'insieme)	1800-1849	tela/ pittura a olio/ pittura a tempera	San Sebastiano Curone (AL)	In primo piano sono raffigurati gli Apostoli in preghiera, inginocchiati e con lo sguardo rivolto verso l'alto, in direzione della colomba dello Spirito Santo, dalla quale discendono tante piccole fiamme. Al centro dell ascena è raffigurata la Madonna, in piedi, con le palme delle mani rivolte verso il cielo	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100037846-13	48.0	57.83	in primo piano essere raffigurare il apostolo in preghiera , inginocchiato e con il sguardo rivolgere verso il alto , in direzione di il colomba di il spirito santo , da il quale discendono tanto piccolo fiamma . a il centro dell ascena essere raffigurare il madonna , in piede , con il palma di il mano rivolgere verso il cielo	28
dipinto (elemento d'insieme)	1790-1799	tela/ pittura a olio/ pittura a tempera	San Sebastiano Curone (AL)	Al centro della composizione, a mani giunte e in ginocchio, con il capo inclinato verso il basso, è raffigurata la Madonna, incoronata da Cristo (alla sua destra) e da Dio Padre (alla sua sinistra), al di sotto della colomba dello Spirito Santo	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100037846-15	47.8	43.84	a il centro di il composizione , a mano giunto e in ginocchio , con il capo inclinato verso il basso , essere raffigurare il Madonna , incoronare da cristo ( a il suo destra ) e da dio padre ( a il suo sinistra ) , a il di sotto di il colomba di il spirito santo	24
dipinto (elemento d'insieme)	1790-1799	tela/ pittura a olio/ pittura a tempera	San Sebastiano Curone (AL)	Sul lato destro della composizione è raffigurato S. Giuseppe, come testimone dell'incontro tra la Madonna e S. Elisabetta, posta dinnanzi ad un edificio architettonico. Le due donne, poste di profilo, si stringono la mano destra, mentre S. Giuseppe, con le braccia incrociate sul petto, stante, assiste all'incontro	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100037846-2	63.7	72.0	su il lato destro di il composizione essere raffigurare s. Giuseppe , come testimone di il incontro tra il Madonna e S. elisabetta , porre dinnanzi a uno edificio architettonico . il due donna , porre di profilo , si stringere il mano destra , mentre S. Giuseppe , con il braccio incrociato su il petto , stante , assistere a il incontro	28
dipinto (elemento d'insieme)	1790-1799	tela/ pittura a olio/ pittura a tempera	San Sebastiano Curone (AL)	Al centro della composizione, dall'alto, è raffigurato l'angelo annunciante la nascita di Gesù Bambino, con un ampio cartiglio tra le mani. In verticale, al di sotto dell'angelo, è rappresentata la Madonna in adorazione del Bambino, circondata da due pastori e da S. Giuseppe, inginocchiati. Dietro la mangiatoia su cui giace Gesù si intravede la testa del bue. Sullo sfondo, da due aperture ad arco nell'architettura, si scorge un paesaggio	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100037846-3	52.3	66.71	a il centro di il composizione , da il alto , essere raffigurare il angelo annunciante il nascita di Gesù bambino , con uno ampio cartiglio tra il mano . in verticale , a il di sotto di il angelo , essere rappresentare il Madonna in adorazione di il bambino , circondare da due pastore e da S. Giuseppe , inginocchiato . dietro il mangiatoia su cui giacere Gesù si intravedere il testa di il bue . su il sfondo , da due apertura a arco in il architettura , si scorgere uno paesaggio	29
dipinto (elemento d'insieme)	1790-1799	tela/ pittura a olio/ pittura a tempera	San Sebastiano Curone (AL)	All'interno del tempio, la Madonna, inginocchiata, presenta Gesù Bambino al sacerdote, in piedi presso un altare, per la circoncisione. Dietro la Madonna è raffigurato S. Giuseppe, accompagnato da altre figure, di cui una inginocchiata	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100037846-4	56.1	61.13	a il interno di il tempio , il Madonna , inginocchiato , presentare Gesù bambino a il sacerdote , in piede presso uno altare , per il circoncisione . dietro il Madonna essere raffigurare s. Giuseppe , accompagnare da altro figura , di cui uno inginocchiato	19
dipinto (elemento d'insieme)	1790-1799	tela/ pittura a olio/ pittura a tempera	San Sebastiano Curone (AL)	All'interno del tempio, su un alto seggio in cima ad una piccola gradinata, siede Gesù, in disputa con i dottori. Questi, si dispongono in primo piano, ai piedi del seggio di Gesù, nell'atto di consultare alcuni libri. Alcuni dei dottori sono raffigurati stanti, mentre in primo piano, sulla sinistra, uno di essi è presentato seduto, assorto nella lettura	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100037846-5	53.0	67.77	a il interno di il tempio , su uno alto seggio in cima a uno piccolo gradinata , siedere Gesù , in disputa con il dottore . questo , si disporre in primo piano , a il piede di il seggio di Gesù , in il atto di consultare alcuno libro . alcuno di il dottore essere raffigurare stante , mentre in primo piano , su il sinistra , uno di esso essere presentare sedere , assorgere in il lettura	30
dipinto (elemento d'insieme)	1790-1799	tela/ pittura a olio/ pittura a tempera	San Sebastiano Curone (AL)	La raffigurazione vede al centro della scena la figura di Cristo, vestito del solo perizoma, il capo reclinato verso sinistra e le braccia legate dietro la schiena. Ai due lati del Cristo è raffigurata una figura maschile a mani giunte, solo parzialmente leggibile (lato sinistro), mentre sul lato destro è rappresentato uno sgherro armato di flagello, nell'atto di colpire il Cristo	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100037846-7	45.9	49.49	il raffigurazione vedere a il centro di il scena il figura di cristo , vestire di il solo perizoma , il capo reclinato verso sinistra e il braccio legare dietro il schiena . a il due lato di il cristo essere raffigurare uno figura maschile a mano giunto , solo parzialmente leggibile ( lato sinistro ) , mentre su il lato destro essere rappresentare uno sgherro armato di flagello , in il atto di colpire il cristo	33
dipinto (elemento d'insieme)	1790-1799	tela/ pittura a olio/ pittura a tempera	San Sebastiano Curone (AL)	Al centro della scena è la figura stante del Cristo, coronato di spine, percosso e deriso nel suo manto regale. Intorno a lui, tre carnefici si accalcano, colpendolo con lunghi bastoni. Sullo sfondo è visibile un loggiato	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100037846-8	63.3	77.77	a il centro di il scena essere il figura stante di il cristo , coronare di spina , percottere e deridere in il suo manto regale . intorno a lui , tre carnefice si accalcare , colpere lo con lungo bastone . su il sfondo essere visibile uno loggiato	20
navicella portaincenso (opera isolata)	1800-1849	argento/ sbalzo/ cesellatura/ fusione	San Sebastiano Curone (AL)	La base bombata, con decorazione a cerchi, poggia su un triplice gradino di forma ellittica. Il fusto è ornato da una fascia con foglie di alloro incise e da un nodo a vasetto, con scanalature verticali e bordo decorato ad ovoli. Dal fondo della coppa si dipartono foglie lanceolate, che si allungano verso il bordo superiore, ornato da una fascia di rosette incluse in rettangoli. Il coperchio, dal profilo ondulato, è diviso in tre scomparti, su ognuno dei quali è sbalzata una grande margherita. Alle due estremità sono applicati elementi in argento fuso a forma di foglia. Sulla sommità si vede una statuetta in argento fuso, raffigurante S. Giovanni Battista	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100037863-1	55.0	68.29	il base bombato , con decorazione a cerco , poggiare su uno triplice gradino di forma ellittico . il fusto essere ornare da uno fascia con foglia di alloro incidere e da uno nodo a vasetto , con scanalatura verticale e bordo decorare a ovolo . da il fondo di il coppa si dipartono foglia lanceolato , che si allungare verso il bordo superiore , ornare da uno fascia di rosetta includere in rettangolo . il coperchio , da il profilo ondulato , essere dividere in tre scomparto , su ognuno di il quale essere sbalzare uno grande margherita . a il due estremità essere applicare elemento in argento fuso a forma di foglia . su il sommità si vedere uno statuetta in argento fuso , raffigurare s. Giovanni battista	32
turibolo (opera isolata)	post 1814-ante 1824	argento/ sbalzo/ cesellatura metallo	Cherasco (CN)	Dalla base circolare, con decorazione a piccole foglie, si erge come una coppa il bracere decorato a cesello e con motivi fogliari. Da tre manici si dipartono le catene che si uniscono nel terminale a quella che esce dalla sommità del coperchio. Il coperchio risulta decorato a quattro livelli, presentando in succesione: fascia di foglie lanceolate, tre finestrelle con fascio vegetale pendente e, al culmine tondeggiante, una ghirlanda con foglie	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100037974-1	47.7	56.45	da il base circolare , con decorazione a piccolo foglia , si ergere come uno coppa il bracere decorare a cesello e con motivo fogliare . da tre manico si dipartono il catena che si uniscere in il terminale a quello che uscire da il sommità di il coperchio . il coperchio risultare decorare a quattro livello , presentare in succesione : fascia di foglia lanceolato , tre finestrella con fascio vegetale pendente e , a il culmine tondeggiante , uno ghirlanda con foglia	23
dipinto	1760-1760	intonaco/ pittura a fresco	Asti (AT)	Gli affreschi della controfacciata rappresentano, nella parte inferiore, sotto la trabeazione, un grande interno di chiesa illusionistico, con al centro un ampio fastigio che contorna la bussola; nella parte superiore sono fastigi con elementi vegetali. La gamma coloristica è piuttosto fredda, con prevalenza di grigi, violetti, verdini e gialli. Le lesene che partiscono le campate hanno capitelli compositi dorati e specchiature con motivi mistilinei e motivi vegetali	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100038107-1	42.0	42.03	il affresco di il controfacciata rappresentare , in il parte inferiore , sotto il trabeazione , uno grande interno di chiesa illusionistico , con a il centro uno ampio fastigio che contornare il bussola ; in il parte superiore essere fastigio con elemento vegetale . il gamma coloristico essere piuttosto freddo , con prevalenza di grigio , violetto , verdino e giallo . il lesena che partire il campata avere capitello composito dorato e specchiatura con motivo mistilineo e motivo vegetale	28
